Title,internal id link,Alternative title,Resource Type,Creator,Contributor,Genre,Language,Publisher,Date created,Date issued,Date copyrighted,Summary,Description,Staff notes,Format,Extent,Measurements,Repository,Collection,Sub collection,Source,Provenance,Related finding aid,Related URL,Identifier,Call number,Collection identifier,Archival context,Published in,Subject,Keyword,Place (Topic),Time period (Topic),Material,Rights statement,Rights note,Rights holder,License,Access rights,Permanent link
[Batgirl and Robin],https://hdl.handle.net/1811/ce29d03a-41ab-4ccf-a521-c1044fba6727,null,Image,unknown,null,animation cel,eng,null,1995,null,null,null,"Warner Brothers I.D. number 42093.
|Cel and background for the Warner Bros. 1994 animated tv series 'Batman the animated series'  Season 2 episode 20  'Batgirl Returns'.|Authentication certificate dated 1995 on verso.
|Signed.
|Unable to decipher signatures.
",null,original art,null,18.7 cm height|23.7 cm width,null,null,International Museum of Cartoon Art Collection,WC 13 1,Donor: Jeff Simon,null,null,d_14425,null,RG.57.e,null,null,null,null,null,1990s (1990-1999),paint|ink|acetate film|paper,Copyright Not Evaluated,null,null,"This item, made available for research and educational purposes, may be protected by copyright; the user is responsible for making a final determination of copyright status.",null,https://hdl.handle.net/1811/ce29d03a-41ab-4ccf-a521-c1044fba6727
